subject, object
http://dbpedia.org/resource/Famiclone,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Fez_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/BanYa,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nintendo,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nintendo_Mini_Classics,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nintendo_Software_Planning_&_Development,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nita_Strauss,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nokia_105_(2017),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nokia_N900,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Northern_Guard_Supporters,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/PAX_(event),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Pac-Attack,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Packing_problems,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Park_Yeong-hun,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Chuchel,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Did_You_Know_Gaming%3F,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gowers'_theorem,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Handheld_electronic_game,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Handheld_game_console,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/History_of_computing_in_the_Soviet_Union,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/History_of_mobile_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Kalinka_(1860_song),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Korobeiniki,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Korobeiniki,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Korobeiniki_(poem),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/University_of_Texas_Longhorn_Band,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Video_game_clone,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Family_Guy_characters,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Jimmy_Fallon_games_and_sketches,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Mac_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Mega64_episodes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Moscow_State_University_people,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_NP-complete_problems,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Neon_Genesis_Evangelion_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_PlayStation_minis,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_RISC_OS_bundled_applications,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Russian_IT_developers,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Russian_inventors,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Russian_scientists,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_SAM_Coupé_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Sanritsu/SIMS_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Sega_Genesis_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Sega_arcade_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Sega_video_game_franchises,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Sega_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Sinclair_QL_software,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Stargate_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Tetris_variants,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_The_Colbert_Report_episodes_(2011),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Vadim_Gerasimov,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Video_game,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Puyo_Puyo,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Puzzle_video_game,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/2014_Winter_Paralympics,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Greg_Wohlwend,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Grid_Runner,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gridders,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Guinness_World_Records:_The_Videogame,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/GuitarFreaks_and_DrumMania,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Henk_Rogers,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Heron:_Steam_Machine,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hexic,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/High_Score_(TV_series),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Atari_2600_homebrew,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/International_Video_Game_Hall_of_Fame,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Islanders_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Bag_It!,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tapwave_Zodiac,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tech_Model_Railroad_Club,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tecmo_Stackers,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Teki_Paki,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/SocialEvent107288639"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Problem114410605"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAndroidGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Cognition100023271"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAmigaGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSuperNESGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatDOSGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Invention105633385"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatRussianInventions"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/ontology/MusicGenre"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/ontology/Work"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatPlayStationGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatPlayStation2Games"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAlexeyPajitnovGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAppleIIGSGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAppleIIGames"
http://dbpedia.org/resource/Tetris,"http://www.wikidata.org/entity/Q386724"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Attribute100024264"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Condition113920835"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatN-GageServiceGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatN-GageGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Activity100407535"
http://dbpedia.org/resource/Tetris,"http://www.w3.org/2002/07/owl#Thing"
http://dbpedia.org/resource/Tetris,"http://schema.org/CreativeWork"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatCommodoreVIC-20Games"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatCommodore64Games"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatIPodGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatIOSGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Diversion100426928"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Difficulty114408086"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Game100456199"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Game100430606"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/ontology/Software"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAmstradPCWGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAmstradCPCGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatVideoGamesOfTheMuseumOfModernArt"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSovietInventions"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatVideoGamesDevelopedInRussia"
http://dbpedia.org/resource/Tetris,"http://www.wikidata.org/entity/Q7889"
http://dbpedia.org/resource/Tetris,"http://www.wikidata.org/entity/Q7397"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSovietGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Event100029378"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatGameBoyGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatGameBoyAdvanceGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/TradeName106845599"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatHandheldElectronicGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatGame&WatchGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/PsychologicalFeature100023100"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Abstraction100002137"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/ontology/VideoGame"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Part113809207"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSovietBrands"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatPuzzleVideoGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatNECPC-8801Games"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatNECPC-9801Games"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatMacOSGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Relation100031921"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Ability105616246"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Wikicat1985VideoGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatNintendoEntertainmentSystemGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Name106333653"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatNintendoDSGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatMSXGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Contest107456188"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatWonderSwanColorGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatDreamcastGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Creativity105624700"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatTRS-80ColorComputerGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatArcadeGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatAtariSTGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Wikicat1984VideoGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatNP-completeProblems"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatNintendoVs.SeriesGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSegaGenesisGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatZXSpectrumGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/Act100030358"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSAMCoupéGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/LanguageUnit106284225"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatLinuxGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatCD-iGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/ComputerGame100458890"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/State100024720"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatXboxGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatSharpX1Games"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatWindowsPhoneGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatMobileGames"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/class/yago/WikicatWindowsGames"
http://dbpedia.org/resource/Tetris,"テトリス"
http://dbpedia.org/resource/Tetris,"俄羅斯方塊"
http://dbpedia.org/resource/Tetris,"تتريس"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"테트리스"
http://dbpedia.org/resource/Tetris,"Tetriso"
http://dbpedia.org/resource/Tetris,"Тетрис"
http://dbpedia.org/resource/Tetris,"Тетріс"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"Tetris (russisch Тетрис) ist ein puzzleartiges Computerspiel des russischen Programmierers Alexei Paschitnow, der die erste spielbare Version am 6. Juni 1984 auf einem Elektronika-60-Rechner fertigstellte. Tetris gilt heute als Computerspiel-Klassiker, dessen Ableger sich bis heute insgesamt über 425 Millionen Mal verkauft haben, vielfach ausgezeichnet wurden und für mehr als 65 Computerplattformen erschienen."
http://dbpedia.org/resource/Tetris,"Tetris (ryska: Тетрис) är ett dator- och TV-spel som går ut på att ordna olika fallande figurer. Spelet skapades av ryssen Alekséj Leonídovitj Pázjitnov och gavs ursprungligen ut 1984. Spelet är troligen det mest spridda av alla datorspel och har implementerats många gånger för otaliga plattformar och spelet gav upphov till en mängd uppföljare och Tetris-varianter. Game Boy-versionen från 1989 är den mest kända och spridda varianten av spelet, då Tetris var det spel som följde med vid köp av maskinen. Det blev den största succén sedan arkadspelet Space Invaders.[källa behövs]"
http://dbpedia.org/resource/Tetris,"Tetris (in russo: Тетрис?, sincrasi di тетрамино, "tetramino", e теннис, "tennis") è un videogioco di logica e ragionamento inventato da Aleksej Leonidovič Pažitnov nel 1984, mentre lavorava al centro di calcolo dell'Accademia delle Scienze dell'URSS di Mosca. Pažitnov ha affermato che i tetramini sono stati la sua fonte d'ispirazione."
http://dbpedia.org/resource/Tetris,"Тетріс — відеогра-головоломка, створена 1984 року російським програмістом Олексієм Пажитновим з колегами. Першу версію було представлено 6 червня 1984 року, коли Олексій працював в ОЦ Академії наук СРСР у Москві. Назву гри автор створив поєднавши грецький префікс «тетра-» зі словом «теніс» — улюбленою грою Пажитнова. Гра в різних інтерпретаціях існує майже для кожної ігрової консолі та операційної системи, а також для інших пристроїв: мобільних телефонів, медіаплеєрів, кишенькових комп'ютерів тощо."
http://dbpedia.org/resource/Tetris,"Tetriso (ruse Тетрис) estas inventita de en 1985, kiam li laboris en la Akademio de Sciencoj en Moskvo, Rusio. Paĵitnov indikis pentominon kiel la inspiran fonton de la ludo. Ĝia nomo venis el la greka nombra prefikso "tetra-", kiu signifas kvar, ĉar ĉiuj eroj havas kvar segmentojn.La ludon (aŭ ties multaj variantoj) eblas ludi sur ajna ludkonzolo kaj komputila operaciumo, kaj krome sur la aparatoj kiel , poŝtelefono kaj ."
http://dbpedia.org/resource/Tetris,"( 다른 뜻에 대해서는 테트리스 (동음이의) 문서를 참고하십시오.) 테트리스(러시아어: Те́трис, 영어: Tetris)는 퍼즐 게임으로, 소련의 프로그래머 알렉세이 파지트노프가 처음 디자인하고 프로그래밍 한 게임이다. 이 게임은 1984년 6월 6일에 처음 만들어졌다. 알렉세이 파지노프는 모스크바에 위치한 소비에트 과학원(현 러시아 과학원)의 Dorodnicyn 컴퓨터 센터에 근무하고 있었다. 그는 이 게임의 이름을 그리스 숫자 접두어인 Tetra와 파지트노프가 좋아하던 테니스를 합쳐서 만들었다. 테트리스(혹은 테트리스의 변종)는 거의 대부분의 비디오 게임기와 컴퓨터 운영 체제에서 가동되며, 그래핑 계산기, 휴대 전화, PMP, PDA, 네트워크 음악 재생기와 심지어 오실로스코프 같은 기기의 이스터 에그에서도 발견된다. 또한 테트리스는 여러 빌딩의 겉면에서도 실행된 적이 있다."
http://dbpedia.org/resource/Tetris,"Tetris (transliterado al cirílico: Те́трис) es un videojuego de lógica originalmente diseñado y programado por Alekséi Pázhitnov en la Unión Soviética. Fue lanzado el 6 de junio de 1984,​ mientras trabajaba para el de la Academia de Ciencias de la Unión Soviética en Moscú, RSFS de Rusia.​ Su nombre deriva del prefijo numérico griego tetra- (todas las piezas del juego, conocidas como Tetrominós que contienen cuatro segmentos) y del tenis, el deporte favorito de Pázhitnov.​​"
http://dbpedia.org/resource/Tetris,"Tetris (em russo: Тетрис) é um jogo electrônico muito popular, desenvolvido por Alexey Pajitnov, e , e lançado em junho de 1984. Pajitnov e Pavlovsky eram engenheiros informáticos no Centro de Computadores da Academia Russa das Ciências e Vadim era um aluno com 16 anos. Tetris foi um dos primeiros itens de exportação de sucesso da União Soviética e um dos primeiros a ser visto como um tipo de vício. Atingiu um público alvo inédito na história dos videogames. A versão lançada para o Sega-Genesis (Mega Drive) é considerada uma das mais raras do console."
http://dbpedia.org/resource/Tetris,"《俄羅斯方塊》（俄语：Тетрис，英语：Tetris），是1980年末期至1990年代初期風靡全世界的電腦遊戲，是落下型益智遊戲的始祖，為蘇聯首個在美國發佈的娛樂軟體。此遊戲最初由阿列克謝·帕基特諾夫在蘇聯設計和編寫，於1984年6月6日首次發佈，當時他正在蘇聯科學院電算中心工作。此遊戲的名稱是由希臘语數字「四」的前綴「tetra-」（因所有落下方块皆由四块组成）和帕基特諾夫最喜歡的運動網球（「tennis」）拼接而成，華語地區則因遊戲為俄羅斯人發明普遍稱為「俄羅斯方塊」。 此遊戲和其續作可於幾乎所有電子遊戲機和電腦作業系統上遊玩，亦可於图形计算器、手提電話、可攜式媒體播放器、個人數碼助理、上遊玩，甚至能以彩蛋的形式在非媒體產品上遊玩，如示波器。此遊戲甚至啟發了《俄羅斯方塊》餐具。甚至在大楼外墙实现了相应的模式。 於1980年代，此遊戲除了成為一個熱門的家用电脑和街機遊戲外，還成為Game Boy史上最受歡迎的遊戲。《電子遊戲月刊》在2007年將此遊戲列為「最偉大的100個遊戲」中的第1位，並獲IGN列為「最偉大的100個遊戲」中的第2位。截至2009年，此遊戲已售出逾7000萬套遊戲。於2010年1月，此遊戲於手提電話上已售出逾1億套遊戲。 直到今日，俄羅斯方塊在各平台上以1億7000萬總銷量成為有史以來第二暢銷的電子遊戲，僅次於《我的世界》。"
http://dbpedia.org/resource/Tetris,"Tetris est un jeu vidéo de puzzle conçu par Alekseï Pajitnov à partir de juin 1984 sur Elektronika 60. Lors de la création du concept, Pajitnov est aidé de Dmitri Pavlovski et Vadim Guerassimov pour le développement. Le jeu est édité par plusieurs sociétés au cours du temps, à la suite d'une guerre pour l'appropriation des droits à la fin des années 1980. Le déroulement précis du développement et des premières commercialisations est encore débattu dans les années 2010. Après une exploitation importante par Nintendo, les droits appartiennent depuis 1996 à la société The Tetris Company."
http://dbpedia.org/resource/Tetris,"Tetris (errusieraz: Те́трис, ˈtɛtrʲɪs ahoskatua) errusiar programatzaileak sortutako puzzle bideo-joko bat da. 1984ko ekainaren 6an lehenbizikoz merkaturatu zen. Pentamino jokoan oinarrituta dago. Sobietar Batasunak beste herrialdeetara arrakasta handiz esportatutako lehenbiziko bideo-jokoa izan zen. Mendebaldean berehala , Commodore 64 eta IBM PC ordenagailuetarako bertsioak merkaturatu ziren."
http://dbpedia.org/resource/Tetris,"To Tetris (ρωσικά: Те́трис, προφορά: ˈtɛtrʲɪs) είναι βιντεοπαιχνίδι , το οποίο αρχικά αναπτύχθηκε και σχεδιάστηκε από τον Ρώσο σχεδιαστή βιντεοπαιχνιδιών . Το παιχνίδι κυκλοφόρησε στις 6 Ιουνίου του 1984, ενώ ο Παζίτνωφ εργαζόταν στο Κέντρο Υπολογιστικής Ντορόντνιτσιν της Ρωσικής Ακαδημίας Επιστημών, στη Μόσχα. Η ονομασία του παιχνιδιού προήλθε από το ελληνικό πρόθημα «τέτρα», που σημαίνει τέσσερα, καθώς κι από την αντισφαίριση, αγαπημένο άθλημα του Παζίτνωφ."
http://dbpedia.org/resource/Tetris,"Tetris (bahasa Rusia: Тетрис) adalah teka-teki yang didesain dan diprogram oleh Alexey Pajitnov pada 1984, pada saat ia bekerja di di Akademi Sains Uni Soviet di Moskow. Namanya berasal dari awalan numerik Yunani tetra yang bermakna bangun dengan empat . Permainan ini (atau variasi lainnya) terdapat pada hampir setiap konsol permainan video dan , begitu juga pada peralatan lainnya seperti kalkulator, ponsel, pemutar media portabel, PDA dan bahkan sebagai rahasia pada produk non-media seperti osiloskop."
http://dbpedia.org/resource/Tetris,"Tetris (rusky Тетрис) je počítačová hra, kterou vyvinul roku 1984 ruský programátor a vývojář Alexej Pažitnov inspirován stolní hrou pentomino, když pracoval na moskevské akademii věd. Jméno vytvořil kombinací řeckého číselného prefixu tetra (hrací prvky jsou složeny ze čtyři segmentů) a slova tenis, což byl jeho oblíbený sport. První hratelnou verzi tetrisu dokončil Pažitnov 6. června 1984 pro sovětský počítač Elektronika 60. Jedná se o jednu z nejúspěšnějších her všech dob."
http://dbpedia.org/resource/Tetris,"Tetris is een puzzel-computerspel ontworpen door Aleksej Pazjitnov. De eerste speelbare versie kwam uit op 6 juni 1984. Het spel kreeg algemene bekendheid doordat het meegeleverd werd bij het spelletjesplatform Game Boy van Nintendo in 1989 (zie foto hiernaast). De kampioenschappen van het spel worden echter vaak gespeeld op Nintendo Entertainment System (NES). De naam is afgeleid van het woord tetromino, omdat ieder blokje uit vier vierkantjes bestaat en zo een tetromino is, en tennis, de favoriete sport van Pazjitnov."
http://dbpedia.org/resource/Tetris,"Tetris és un videojoc de tipus trencaclosques. Fou inventat per l'enginyer informàtic rus Aleksei Pàjitnov l'any 1984, mentre treballava a l'Acadèmia de Ciències de Moscou."
http://dbpedia.org/resource/Tetris,"Tetris – komputerowa gra logiczna stworzona przez Aleksieja Pażytnowa i jego współpracowników, Dimitrija Pawłowskiego i Wadima Geriasimowa. Pojawiła się na rynku po raz pierwszy 6 czerwca 1984 roku w Związku Radzieckim. Oryginalna wersja powstała podczas pracy zespołu Pażytnowa w Akademii Nauk ZSRR w Moskwie na komputerze . Jest to jedna z najbardziej znanych gier komputerowych, posiadająca dużą liczbę różnorodnych wariacji i wariantów. Do powstania gry zainspirowała Pażytnowa układanka Pentomino."
http://dbpedia.org/resource/Tetris,"Те́трис (производное от «тетрамино» и «теннис») — компьютерная игра, первоначально изобретённая и разработанная советским программистом Алексеем Пажитновым. Игра была выпущена 6 июня 1984 года — в это время Пажитнов работал в Вычислительном центре Академии наук СССР."
http://dbpedia.org/resource/Tetris,"تَتريس (بالإنجليزية: Tetris)‏؛ و(بالروسية: Тетрис)، هي لعبة فيديو على شكل أحجية تم تصميمها من قبل أليكسي باجيتنوف في يونيو 1984، وذلك أثناء عمله في الأكاديمية الروسية للعلوم في موسكو. تم أخذ اسم اللعبة من الإغريقية «تيترا» وتعني (رباعي) وذلك لأن جميع الأحجار تحوي أربع قطع، و«تينس» حيث كانت كرة المضرب هي لعبة باجيتنوف المفضلة. توجد اللعبة تقريباً على كل أجهزة الألعاب وأنظمة تشغيل الحواسيب، بالإضافة إلى العديد من أجهزة الهاتف المحمول، وأجهزة الوسائط المتعددة المختلفة."
http://dbpedia.org/resource/Tetris,"Tetris (Russian: Тетрис) is a puzzle video game created by Soviet software engineer Alexey Pajitnov in 1984. It has been published by several companies for multiple platforms, most prominently during a dispute over the appropriation of the rights in the late 1980s. After a significant period of publication by Nintendo, the rights reverted to Pajitnov in 1996, who co-founded the Tetris Company with Henk Rogers to manage licensing."
http://dbpedia.org/resource/Tetris,"テトリス（ロシア語: Тетрис、英語: Tetris）は、ソビエト連邦のコンピュータ科学者アレクセイ・パジトノフが 1984年に考案したコンピュータ・ゲームの商品名。その後にライセンスを与えられてフランチャイズ作品として開発されたさまざまなバージョンも「テトリス」と総称されている。落ちものパズルの始祖・元祖である。"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/resource/Tetris_effect"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/resource/Korobeiniki"
http://dbpedia.org/resource/Tetris,"http://dbpedia.org/resource/Modern_cover_versions"
http://dbpedia.org/resource/Tetris,"Tetris"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetris_NES_play.png"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetris_on_Game_Boy.jpg"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetris-VeryFirstVersion.png"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetris_DOS_1986.png"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetris_on_an_iPod.jpg"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetris_screenshot_(Amiga,_Infogrames).png"
http://dbpedia.org/resource/Tetris,"http://commons.wikimedia.org/wiki/Special:FilePath/Tetrominoes_IJLO_STZ_Worlds.svg"
